Country Name;Indicator Name;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
North America;GDP per capita (current US$);457242513613949;476464388606104;482151117887716;464830250862199;483737003720683;501100556704887;517032673378574;530527900765942;546188466196986;554768967063389;56340176507086
Namibia;GDP per capita (current US$);397452242536964;435624451175013;415324793794677;426525874549596;53246170395396;57539871478243;593054847260768;569408263428425;562413534097711;503288976228194;478623530295128
New Caledonia;GDP per capita (current US$);;;;;;;;;;;
Niger;GDP per capita (current US$);257829152793415;292219734098675;352719974948162;339143617652222;347343040654604;374482864483226;390119909653729;414388613126623;427737226040128;360853384070947;362131132274334
Nigeria;GDP per capita (current US$);165642475868056;188346131124932;224287188553694;189133537046421;229244515619082;252040416579378;274699178858383;299807284264118;322269353725587;27304303237015;217599967021858
Nicaragua;GDP per capita (current US$);122669184452142;132795969869275;149926778643204;144438108433751;150387042323136;165581693272195;176046148535663;18116325213683;19340569659055;204984968976149;210756717992428
Netherlands;GDP per capita (current US$);448633506314287;517334421317965;576444799749353;525140271165323;509500343435181;541593466126142;500730056559308;521840618504931;528301742328055;451752318933798;460078529206547
Norway;GDP per capita (current US$);741483200757187;851399604469545;969440956064873;799776970817492;876937900658099;100600562407589;101524141851985;102913450843674;970191827527462;743555158575643;704605605323322
Nepal;GDP per capita (current US$);346945251393727;391380131359361;470455547251206;478173181617538;592401097450929;699429337677581;698466479416086;715923743046061;743413381296219;792552890593381;777147595512165
Nauru;GDP per capita (current US$);;207672814708539;397243110151321;445660659310559;492111911101615;722681464935091;101015047869133;10039272211856;987173198496974;801335760796908;78207295990997
New Zealand;GDP per capita (current US$);266713294177179;325100826999392;312879436526473;282012322839936;336920108346543;384265508077771;399704400394577;429491422285498;445337830906379;385595470380365;400268521964671
OECD members;GDP per capita (current US$);325776780394169;353691311827412;371798536508763;345628356515307;359858912284609;384931417101442;382029724898326;384633864951391;390196502169625;366242145250894;37086008320543
Oman;GDP per capita (current US$);1442051705717;158384656056123;221396404093693;168237716507022;192811656336502;20896746978071;219235480214797;209265540495711;201319813016555;161508872575968;147216473328796
Other small states;GDP per capita (current US$);927119606089602;110588309220723;13200962174171;110095055863122;125029528956485;15090073403782;154943812426365;157149744231503;158393137112472;128481095031384;124351321464542
Pakistan;GDP per capita (current US$);83686052111605;908095090591223;990846599619906;957995680750104;987409723043923;116497612914872;119810900052752;120890431029644;125116410422834;135666775582649;136845432627629
Panama;GDP per capita (current US$);534889529216615;616618072053682;7154274496019;757614046655482;808202845866252;935825147451101;107222836326295;118891276274385;127960700430496;136303079737945;143563240541798
Peru;GDP per capita (current US$);315433123689413;360607043477475;422061696939508;419631279301889;508235475666351;586932307961474;652897221785312;675675276926556;66728802554854;622910169612596;620499726003927
Philippines;GDP per capita (current US$);139051722319227;167059015531059;191629670770475;182152394073725;212405676974627;234532775427825;257262942497398;274938663574006;283131666726863;286715199022128;294121203999356
Palau;GDP per capita (current US$);967394575230297;101592180812193;105872754491018;100284003281378;102199275967697;108844125105664;119673072562358;126881972054981;137947917848633;158718426266629;169323328631876
Papua New Guinea;GDP per capita (current US$);1256978891836;140194718037909;167295078283144;16263124016737;194935251706997;240690967796981;279067666988481;272989190363004;292078372060611;267934558891149;250963145745887
Poland;GDP per capita (current US$);903873084652356;112554366982999;140014468819804;115275932279825;125995335818707;13893509259001;131455392627865;137810626053813;143479145754456;125723078809992;124315754242492
Pre-demographic dividend;GDP per capita (current US$);955094290070223;112488357382612;13788479230453;120935869282627;138880876260879;157366010636718;169034040254537;179904441591614;186400841381117;158821094893682;142085447984643
Puerto Rico;GDP per capita (current US$);229359411586313;236648823485096;248983345857045;257687258883384;2643574878578;272788830499205;279447338937424;285131657351067;289814573305866;297640538920397;306287547758033
Portugal;GDP per capita (current US$);198228460287336;227820946224629;24847545135091;230597974457294;224986908586557;231869131283278;205648898617969;216470418118869;220743007634216;192423664710981;19978401214968
Paraguay;GDP per capita (current US$);227109003761933;297682550327827;404158387643025;362457105807169;435593493867734;532296375987671;518308287691315;592683286284344;610294323272326;540670385708338;531941021789703
West Bank and Gaza;GDP per capita (current US$);144146170046742;157556340027289;185789051544595;197018296337398;235412598671847;269519385339015;283402152463393;30603123893102;304682179844817;296785174651975;307429115236515
Pacific island small states;GDP per capita (current US$);263630115738119;28673427804521;302812899498204;265312817077302;290577775948328;340427431120307;357184701511052;365924343415224;392498735723003;378179768021972;390040335197991
Post-demographic dividend;GDP per capita (current US$);356106723014637;386356643382294;405977853597305;380607614336621;395137852427918;423153801446327;420903165442071;423195177682149;42989913671981;404977562897177;412028170056877
French Polynesia;GDP per capita (current US$);;;;;;;;;;;
Qatar;GDP per capita (current US$);595301535400938;654217527679693;802344700713492;590944449369175;674031602978106;824095803345471;850761479273998;850509109716822;838585283798723;630390165548075;571630609918357
Romania;GDP per capita (current US$);57574964285719;836016632132485;104350439841037;854811867218639;82099194562169;910499562203019;85350468756267;95552442173314;100269735781794;897749854425137;95670977819133
Russian Federation;GDP per capita (current US$);6920194397836;910125670609495;116352742379959;856281369694433;106749972024225;143512120537731;154345747807082;16007089993444;141007291028658;931378754166624;874537511648808
Rwanda;GDP per capita (current US$);353215728414673;417916408467099;517057471362164;557149397265554;582694119127261;645748320729826;704177712534755;704980302457137;723281973308602;728081879388981;726347974491846
South Asia;GDP per capita (current US$);774878527085355;959322859277875;959480365183903;104201342324001;125752231069814;136733907413407;136444160182409;138188130902405;149446118802073;154183581564717;164865876376909
Saudi Arabia;GDP per capita (current US$);153847401519267;165166236201086;200782577898075;161131424853358;192625476811757;237458016143404;252433586984024;248447443709487;244639031638501;206279327820675;198792975304177
Sudan;GDP per capita (current US$);905309744891891;112841034965442;13045330505517;123818084548838;148987691083872;16721032945892;188224677012331;194391645802007;216315589835214;248674565866274;239810187999332
Senegal;GDP per capita (current US$);104090399425621;12223729182258;141192933206154;131723568742745;127897775413162;137172335308022;133005744813659;137567875391026;139479474326494;121876424640812;126904040702421
Singapore;GDP per capita (current US$);337691541633501;394329383493761;40007469261214;389272068817715;472369602345421;538904287270504;555464885386921;569674257940383;575625307937678;556466187469505;567241703858863
Solomon Islands;GDP per capita (current US$);949337600133404;104865001454843;120833861780089;116030164763159;129039878585913;172241812107591;191323201256373;197745140452319;199678118438995;191446792975705;198641622920675
Sierra Leone;GDP per capita (current US$);323389184871498;360372141808682;40848074207499;391201005316528;401835001366837;448337525527861;566378656937493;716835304734774;714700712388696;588228452702849;501415712857832
El Salvador;GDP per capita (current US$);263182041514301;278615792171718;293339567537172;285847963017276;298324270784904;326604587535311;342838473639383;350953628031605;358896594318654;370554000206162;380010330164063
San Marino;GDP per capita (current US$);704574283798973;827717036490001;904352702983167;766860212987512;684963606802049;648902388634279;560684345458956;573026880026149;542828097987205;457745878900486;466923510916145
Somalia;GDP per capita (current US$);;;;;;;;29795547180533;295266500446376;293455235696952;295967851645127
Serbia;GDP per capita (current US$);438261727851692;584847640545105;710104014116862;616911419477823;573542285659849;680915980400146;601594522756969;675507367461629;660005680854589;558511793778445;575638119351044
Sub-Saharan Africa (excluding high income);GDP per capita (current US$);116570031230858;131884539878514;147155511879656;13599305046695;157724878032477;173812569652057;178684583238577;185203963300469;188814086728027;167017303293173;152108678271504
South Sudan;GDP per capita (current US$);;;166949241213318;133788208418369;153570818548721;151640391495385;11797398280342;17794693355202;132282023755896;111965133182314;
Sub-Saharan Africa;GDP per capita (current US$);116688250487971;131999895292689;147257489501208;13607920802933;15782018158673;173914877970659;178782878106682;185327149623543;188934899474632;167140023946233;152234320573131
Small states;GDP per capita (current US$);858453473074753;100889008391133;119099410105089;995698434558837;112212168957247;133140433899356;136897939503769;138979571797728;140332843716892;117436629189184;113453320644417
Sao Tome and Principe;GDP per capita (current US$);883066698076665;896854618786974;109876793385822;106791733397689;109471063611153;126386552259429;134052650698418;157702232910998;17827977562404;159586142275725;171013394767919
Suriname;GDP per capita (current US$);51977170468316;574475972670722;683197041053749;74083891106583;82557968587048;826317292305383;920100878530056;940223313695562;947200759951427;856197417855142;560472256934099
Slovak Republic;GDP per capita (current US$);131597594413964;160856115233381;186772927109318;165316705140706;167272913264619;183383622288437;174600468093549;182369807888867;186709301711227;16309073235592;165059980625369
Slovenia;GDP per capita (current US$);196729654929018;237876466923136;274833369524581;246942305557835;235095433941493;250951326282071;226431002515007;234966023059673;242149220717273;208817667686947;21622580683576
Sweden;GDP per capita (current US$);462775767773402;533414907726794;559038998910782;467939441559611;52817441365794;606128788325926;578742864975611;608973656252518;598435191685082;513971917561446;51974196555344
Eswatini;GDP per capita (current US$);317670034403832;332744188009451;313739611086379;338584292137744;416850518307998;449660037963614;452766898199888;423034405091307;403855722997694;368951870428109;34476956981236
Sint Maarten (Dutch part);GDP per capita (current US$);;;;;;;;;;;
Seychelles;GDP per capita (current US$);120143998729502;121548299372808;111228620677142;970695605963959;108046844747547;121890951601357;1200668296237;147656739800428;147003343408386;147453414620288;150778390242853
Syrian Arab Republic;GDP per capita (current US$);174890568010465;203262348932701;;;;;;;;;
Turks and Caicos Islands;GDP per capita (current US$);245616505052567;254563021227579;276483440164092;220196577315714;210284081445193;218350831410852;210098858098984;213289790101062;232963369051995;248325963703066;259951724609535
Chad;GDP per capita (current US$);70976519509459;798548001258871;925636084270572;800464224935635;891698817391114;983447232667423;967408125988873;979533959184118;101893095594774;775707523514754;692978595813865
East Asia & Pacific (IDA & IBRD countries);GDP per capita (current US$);198054612928997;248533117521727;312268270721881;336069545360372;404542054384235;490769148091498;543295774451085;595016795498722;634949790909976;655876426884865;662628584892279
Europe & Central Asia (IDA & IBRD countries);GDP per capita (current US$);564383568419457;724660441984667;894971383603139;707145776635915;826731790549687;100018402251596;103846833983021;109571812322446;102997255680469;798341032422615;765013693355169
Togo;GDP per capita (current US$);407694697892417;449144232824439;544147523365142;538441951576399;533508791977233;586328841545215;571839428880573;621222259778549;640081611119276;570680737075619;597065458898228
Thailand;GDP per capita (current US$);336954781502893;397301961789394;437965987744628;421300154064051;507634299245077;549211542712668;586058061021939;616826489540709;595188370233604;584004694787593;597861145407809
Tajikistan;GDP per capita (current US$);408838590699258;526642915434768;71586511053556;67612341925805;749552711015842;847382101810518;969296473144289;104822729256115;110417168941376;929095857223746;802518004052824
Turkmenistan;GDP per capita (current US$);213647432207796;260036929181095;390446371937896;40364559987796;443920038235805;564995227819669;667518565772239;730428713230982;796223909840679;643268070195019;638954840833488
Latin America & the Caribbean (IDA & IBRD countries);GDP per capita (current US$);581488643037504;680140380657183;784867086872898;726536313353887;897396778131487;101201098416467;101024728569901;102384082425477;103249364485137;872069841780212;84118354741003
Timor-Leste;GDP per capita (current US$);261487507280369;277987498938626;416073442982061;297843731179202;365695216287175;509548902170505;58796998042355;488831712614726;344165060787802;258515391598443;205327379585463
Middle East & North Africa (IDA & IBRD countries);GDP per capita (current US$);263074524080272;319757465043077;387018043111995;3678486273092;417940124610021;465318658154683;503738760258488;464257059799372;44867448233359;397290445210497;394785911701769
Tonga;GDP per capita (current US$);289203918225118;292591276038663;338061335096516;306253309062159;355322061448636;40846241317437;459774230534531;442856648134984;43939408110033;432063799011384;396615652021899
South Asia (IDA & IBRD);GDP per capita (current US$);774878527085355;959322859277875;959480365183903;104201342324001;125752231069814;136733907413407;136444160182409;138188130902405;149446118802073;154183581564717;164865876376909
Sub-Saharan Africa (IDA & IBRD countries);GDP per capita (current US$);116688250487971;131999895292689;147257489501208;13607920802933;15782018158673;173914877970659;178782878106682;185327149623543;188934899474632;167140023946233;152234320573131
Trinidad and Tobago;GDP per capita (current US$);141024958480936;165398781077283;212041049703496;145141417224997;166833553787376;190341491966652;191574170366712;201436644489582;202708593716518;18289704340369;161769473700573
Tunisia;GDP per capita (current US$);337003392588511;377575001016077;430715587838971;412846278261191;414197635336459;426467494604737;415267858707583;422270324540611;430547416504834;386168853113497;369805850375479
Turkey;GDP per capita (current US$);80353773382155;97118735935267;108541722530827;903852014980388;106723892452162;113355105096808;117072597122125;125193914259008;120958545719465;109487246068236;10820633842346
Tuvalu;GDP per capita (current US$);226312860136197;264465277638564;293685963326875;259989570138916;302228882031784;364086143317968;350793691138349;34546849532077;339881894157592;319779564502867;325589486619818
Tanzania;GDP per capita (current US$);485497487404515;552839529600341;687390445540348;695216776812045;743403784726004;781437014324276;867867680563228;970416938425046;103009291747653;947933446487903;966474622354379
Uganda;GDP per capita (current US$);347990356815413;416898619395623;467900570300656;578423056421838;622498845744984;602684651383698;668832461950198;689154814165601;739373926961991;709021038589161;608705735097409
Ukraine;GDP per capita (current US$);230077147954494;306561162347777;388724141243583;254299713594958;296514236549771;356975702740477;38554212801318;402971550372131;310465829575449;212466266591114;218773199668415
Upper middle income;GDP per capita (current US$);367744379376294;454153885270442;551413647240823;527062569956967;634444983928979;753348410602873;800992190430316;844920417484659;865226444796121;803571751634373;79270867919417
Uruguay;GDP per capita (current US$);588784870298482;702651149089808;909107903890419;945193244915707;119920166266335;142366811883717;151715846627498;169736742131099;16831972935703;156137642726566;1538714403013
United States;GDP per capita (current US$);462987314440927;479759676758856;483825584490552;470999804711343;484668233750801;498831139837344;516034972614412;531069097703155;550329579979166;568034724334919;579042019610641
Uzbekistan;GDP per capita (current US$);654283837283285;830407694204322;108228602501699;121326532816388;163431209539718;192629299673401;2137025122118;228141097296841;249233664277468;2615025134487;256779920656883
St. Vincent and the Grenadines;GDP per capita (current US$);56253513902658;630721409590353;641580961733554;623271936134053;629278982922694;624219328083946;639031438871896;663960714595024;668480736732912;692087807380804;707506582034944
Venezuela;VEN;550497682392969;683337789380195;845446674316342;114327438562616;117651001763251;138253580883312;109553499126366;129855053251065;124567124535391;160544905130962;124353915671245
British Virgin Islands;GDP per capita (current US$);;;;;;;;;;;
Virgin Islands (U.S.);GDP per capita (current US$);415609341982634;443330656550273;392070037546472;387712743877127;400431901659314;391441657740184;378497287205036;348191477546185;335730970301435;3479714046978;359315412519766
Vietnam;GDP per capita (current US$);78437242227845;906284198109134;11494246418463;121726855530412;131789070617836;152511598800104;173514127643805;188667189633671;203026195473318;208510148409879;219221453866566
Vanuatu;GDP per capita (current US$);204961885568896;239861262459488;270559765800081;264961814352873;296685711598678;32645370165591;313309020920348;312423307756588;308825830265504;280193984778858;288985303623403
World;GDP per capita (current US$);780273520313027;868422945531648;941294480870059;882001759667824;954091025111627;104787374222174;105947788808904;107707057791645;10933913918387;10223959645166;102562406318694
Samoa;GDP per capita (current US$);279657024604136;31336541130672;337908209283546;316817670633226;356636243488815;393345931369924;402219906973979;403750920768832;393775879599034;407366592865004;410916513737514
Kosovo;GDP per capita (current US$);223712659780918;268598622183949;325478841514283;320971145997365;328348345086938;373670083342298;360057596540598;387697067553345;405471696967191;357424111998804;369712959470956
Yemen;YEM;832844488626279;921418443941266;101729200069786;122924684321745;111608459430356;133478484461341;137462131310366;144653628022096;160715227488681;167400276613816;16087443121263
South Africa;GDP per capita (current US$);560201104380458;609562243887023;576080528723832;586279734021167;732861562893966;800741284634441;75014699839525;683245689096701;643318727662894;573463362915331;527291842475419
Zambia;GDP per capita (current US$);104791918744918;112429058597692;139400060846687;115990776214745;148945906989027;167294982959625;176309418353303;187890348886702;176305623909703;133779631513515;128057844679257
Zimbabwe;GDP per capita (current US$);447854924165548;431787188267027;356693349652722;771598785915315;94833185445926;109365400227511;130496980167411;143000081795572;143489934002278;144507106198798;146458352903946
